iteration,day,south,north,west,east,weight_light,weight_medium,weight_heavy,angle,length,strength,distance
33255,3,0,0,1,0,1,0,0,40,48,8.5,158.406081658748
33256,4,0,0,1,0,1,0,0,40,48,8.5,161.97200177622
33257,5,0,0,1,0,1,0,0,40,48,8.5,160.565488468085
33258,6,0,0,1,0,1,0,0,40,48,8.5,154.013970852129
33259,1,0,0,1,0,1,0,0,40,48,10,233.13155124493
33260,2,0,0,1,0,1,0,0,40,48,10,238.754291496831
33261,3,0,0,1,0,1,0,0,40,48,10,230.705409197354
33262,4,0,0,1,0,1,0,0,40,48,10,246.459091338523
33263,5,0,0,1,0,1,0,0,40,48,10,28.5205644054824
33264,6,0,0,1,0,1,0,0,40,48,10,241.32398359452
33265,1,0,0,1,0,1,0,0,45,34,1,24.1337640147156
33266,2,0,0,1,0,1,0,0,45,34,1,24.4894724312614
33267,3,0,0,1,0,1,0,0,45,34,1,22.5822601982899
33268,4,0,0,1,0,1,0,0,45,34,1,22.7322812706229
33269,5,0,0,1,0,1,0,0,45,34,1,25.1175204777002
33270,6,0,0,1,0,1,0,0,45,34,1,24.6389914376393
33271,1,0,0,1,0,1,0,0,45,34,2.5,24.9314974740687
33272,2,0,0,1,0,1,0,0,45,34,2.5,26.3725905762615
33273,3,0,0,1,0,1,0,0,45,34,2.5,25.7298712769975
33274,4,0,0,1,0,1,0,0,45,34,2.5,26.2986567461707
33275,5,0,0,1,0,1,0,0,45,34,2.5,25.2489148010851
33276,6,0,0,1,0,1,0,0,45,34,2.5,26.3322684425786
33277,1,0,0,1,0,1,0,0,45,34,4,29.8007145903331
33278,2,0,0,1,0,1,0,0,45,34,4,33.4838762243718
33279,3,0,0,1,0,1,0,0,45,34,4,32.0882442490689
33280,4,0,0,1,0,1,0,0,45,34,4,32.640753102108
33281,5,0,0,1,0,1,0,0,45,34,4,31.5544401494309
33282,6,0,0,1,0,1,0,0,45,34,4,31.5768170914601
33283,1,0,0,1,0,1,0,0,45,34,5.5,44.456767723251
33284,2,0,0,1,0,1,0,0,45,34,5.5,44.9746496215572
33285,3,0,0,1,0,1,0,0,45,34,5.5,13.1600649452973
33286,4,0,0,1,0,1,0,0,45,34,5.5,38.8581713634755
33287,5,0,0,1,0,1,0,0,45,34,5.5,42.3812478042546
33288,6,0,0,1,0,1,0,0,45,34,5.5,40.9759040454018
33289,1,0,0,1,0,1,0,0,45,34,7,65.5803671556844
33290,2,0,0,1,0,1,0,0,45,34,7,60.0649198306759
33291,3,0,0,1,0,1,0,0,45,34,7,59.9554943693457
33292,4,0,0,1,0,1,0,0,45,34,7,11.4978798769464
33293,5,0,0,1,0,1,0,0,45,34,7,63.1313644487314
33294,6,0,0,1,0,1,0,0,45,34,7,58.3779675854548
33295,1,0,0,1,0,1,0,0,45,34,8.5,97.5567476451738
33296,2,0,0,1,0,1,0,0,45,34,8.5,94.9977372024091
33297,3,0,0,1,0,1,0,0,45,34,8.5,98.2213938716746
33298,4,0,0,1,0,1,0,0,45,34,8.5,87.3229959133271
33299,5,0,0,1,0,1,0,0,45,34,8.5,94.4254495422389
33300,6,0,0,1,0,1,0,0,45,34,8.5,95.4228355696128
33301,1,0,0,1,0,1,0,0,45,34,10,144.585307525433
33302,2,0,0,1,0,1,0,0,45,34,10,152.359044018264
33303,3,0,0,1,0,1,0,0,45,34,10,142.161942545903
33304,4,0,0,1,0,1,0,0,45,34,10,145.052899970356
33305,5,0,0,1,0,1,0,0,45,34,10,24.5096680747483
33306,6,0,0,1,0,1,0,0,45,34,10,148.722385616252
33307,1,0,0,1,0,1,0,0,45,36,1,23.8776600889969
33308,2,0,0,1,0,1,0,0,45,36,1,24.364813852698
33309,3,0,0,1,0,1,0,0,45,36,1,24.8555178030919
33310,4,0,0,1,0,1,0,0,45,36,1,25.5199494280278
33311,5,0,0,1,0,1,0,0,45,36,1,25.5220229055285
33312,6,0,0,1,0,1,0,0,45,36,1,25.0084703233542
33313,1,0,0,1,0,1,0,0,45,36,2.5,26.6154856527831
33314,2,0,0,1,0,1,0,0,45,36,2.5,25.1585910762024
33315,3,0,0,1,0,1,0,0,45,36,2.5,26.9144677497568
33316,4,0,0,1,0,1,0,0,45,36,2.5,28.5783377860843
33317,5,0,0,1,0,1,0,0,45,36,2.5,26.6782879538081
33318,6,0,0,1,0,1,0,0,45,36,2.5,24.9025468334301
33319,1,0,0,1,0,1,0,0,45,36,4,31.6577701249667
33320,2,0,0,1,0,1,0,0,45,36,4,30.5317682503374
33321,3,0,0,1,0,1,0,0,45,36,4,32.4918717399956
33322,4,0,0,1,0,1,0,0,45,36,4,35.4127951988804
33323,5,0,0,1,0,1,0,0,45,36,4,32.0686344517016
33324,6,0,0,1,0,1,0,0,45,36,4,33.4418991384309
33325,1,0,0,1,0,1,0,0,45,36,5.5,44.7952771391982
33326,2,0,0,1,0,1,0,0,45,36,5.5,45.6581120172518
33327,3,0,0,1,0,1,0,0,45,36,5.5,42.3964671924627
33328,4,0,0,1,0,1,0,0,45,36,5.5,43.2854349660213
33329,5,0,0,1,0,1,0,0,45,36,5.5,49.3503559972107
33330,6,0,0,1,0,1,0,0,45,36,5.5,45.237093036308
33331,1,0,0,1,0,1,0,0,45,36,7,67.7299609785808
33332,2,0,0,1,0,1,0,0,45,36,7,70.903390601899
33333,3,0,0,1,0,1,0,0,45,36,7,68.2731259971774
33334,4,0,0,1,0,1,0,0,45,36,7,67.4305855734251
33335,5,0,0,1,0,1,0,0,45,36,7,65.2410012459735
33336,6,0,0,1,0,1,0,0,45,36,7,63.4585312437965
33337,1,0,0,1,0,1,0,0,45,36,8.5,100.548881615903
33338,2,0,0,1,0,1,0,0,45,36,8.5,106.286819313111
33339,3,0,0,1,0,1,0,0,45,36,8.5,98.0657658010209
33340,4,0,0,1,0,1,0,0,45,36,8.5,97.1880516205527
33341,5,0,0,1,0,1,0,0,45,36,8.5,105.963852190736
33342,6,0,0,1,0,1,0,0,45,36,8.5,101.677477875993
33343,1,0,0,1,0,1,0,0,45,36,10,154.764364355131
33344,2,0,0,1,0,1,0,0,45,36,10,165.163567632268
33345,3,0,0,1,0,1,0,0,45,36,10,154.327778784175
33346,4,0,0,1,0,1,0,0,45,36,10,159.494851041214
33347,5,0,0,1,0,1,0,0,45,36,10,161.036808272994
33348,6,0,0,1,0,1,0,0,45,36,10,163.483360697213
33349,1,0,0,1,0,1,0,0,45,38,1,23.1397957811067
33350,2,0,0,1,0,1,0,0,45,38,1,26.5588098133751
33351,3,0,0,1,0,1,0,0,45,38,1,25.5323823414965
33352,4,0,0,1,0,1,0,0,45,38,1,23.7388418321072
33353,5,0,0,1,0,1,0,0,45,38,1,25.7425753196494
33354,6,0,0,1,0,1,0,0,45,38,1,24.9477772651773
33355,1,0,0,1,0,1,0,0,45,38,2.5,24.6597789241285
33356,2,0,0,1,0,1,0,0,45,38,2.5,28.1435662560737
33357,3,0,0,1,0,1,0,0,45,38,2.5,26.6547717185597
33358,4,0,0,1,0,1,0,0,45,38,2.5,27.1147341638292
33359,5,0,0,1,0,1,0,0,45,38,2.5,29.6148402322752
33360,6,0,0,1,0,1,0,0,45,38,2.5,25.4251466429849
33361,1,0,0,1,0,1,0,0,45,38,4,34.0127773857888
33362,2,0,0,1,0,1,0,0,45,38,4,34.9060587332988
33363,3,0,0,1,0,1,0,0,45,38,4,33.8538587802468
33364,4,0,0,1,0,1,0,0,45,38,4,34.1812284636439
33365,5,0,0,1,0,1,0,0,45,38,4,33.1614487846807
33366,6,0,0,1,0,1,0,0,45,38,4,34.5546749551214
33367,1,0,0,1,0,1,0,0,45,38,5.5,46.698887807803
33368,2,0,0,1,0,1,0,0,45,38,5.5,49.5212333754725
33369,3,0,0,1,0,1,0,0,45,38,5.5,45.8440059378042
33370,4,0,0,1,0,1,0,0,45,38,5.5,50.1352161870076
33371,5,0,0,1,0,1,0,0,45,38,5.5,49.9654683100737
33372,6,0,0,1,0,1,0,0,45,38,5.5,47.2423587205247
33373,1,0,0,1,0,1,0,0,45,38,7,73.6561750100181
33374,2,0,0,1,0,1,0,0,45,38,7,78.7587072575824
33375,3,0,0,1,0,1,0,0,45,38,7,73.9634230211648
33376,4,0,0,1,0,1,0,0,45,38,7,71.2792285529396
33377,5,0,0,1,0,1,0,0,45,38,7,76.3487832802962
33378,6,0,0,1,0,1,0,0,45,38,7,74.2417313737462
33379,1,0,0,1,0,1,0,0,45,38,8.5,113.994774985805
33380,2,0,0,1,0,1,0,0,45,38,8.5,110.439099324417
33381,3,0,0,1,0,1,0,0,45,38,8.5,25.7565289142184
33382,4,0,0,1,0,1,0,0,45,38,8.5,118.422290379749
33383,5,0,0,1,0,1,0,0,45,38,8.5,114.399738403997
33384,6,0,0,1,0,1,0,0,45,38,8.5,109.124116777944
33385,1,0,0,1,0,1,0,0,45,38,10,176.295985340811
33386,2,0,0,1,0,1,0,0,45,38,10,173.254938635197
33387,3,0,0,1,0,1,0,0,45,38,10,170.821986823685
33388,4,0,0,1,0,1,0,0,45,38,10,170.715251469055
33389,5,0,0,1,0,1,0,0,45,38,10,173.430902091864
33390,6,0,0,1,0,1,0,0,45,38,10,160.826330117174
33391,1,0,0,1,0,1,0,0,45,40,1,25.3533163650619
33392,2,0,0,1,0,1,0,0,45,40,1,24.6741548611124
33393,3,0,0,1,0,1,0,0,45,40,1,24.8460914098455
33394,4,0,0,1,0,1,0,0,45,40,1,21.9831289434092
33395,5,0,0,1,0,1,0,0,45,40,1,24.6143603072913
33396,6,0,0,1,0,1,0,0,45,40,1,25.1766207245297
33397,1,0,0,1,0,1,0,0,45,40,2.5,28.3655648736888
33398,2,0,0,1,0,1,0,0,45,40,2.5,28.2615610580396
33399,3,0,0,1,0,1,0,0,45,40,2.5,29.4745744030447
33400,4,0,0,1,0,1,0,0,45,40,2.5,29.4914267172893
33401,5,0,0,1,0,1,0,0,45,40,2.5,28.5991359895224
33402,6,0,0,1,0,1,0,0,45,40,2.5,26.7687025395317
33403,1,0,0,1,0,1,0,0,45,40,4,36.0897555542108
33404,2,0,0,1,0,1,0,0,45,40,4,38.9040163107585
33405,3,0,0,1,0,1,0,0,45,40,4,36.1157485311751
33406,4,0,0,1,0,1,0,0,45,40,4,37.0133801545189
33407,5,0,0,1,0,1,0,0,45,40,4,38.1874434563375
33408,6,0,0,1,0,1,0,0,45,40,4,36.4739416497577
33409,1,0,0,1,0,1,0,0,45,40,5.5,52.4408093960816
33410,2,0,0,1,0,1,0,0,45,40,5.5,51.7574406445611
33411,3,0,0,1,0,1,0,0,45,40,5.5,52.0988201941775
33412,4,0,0,1,0,1,0,0,45,40,5.5,51.5571115277101
33413,5,0,0,1,0,1,0,0,45,40,5.5,52.9732681566132
33414,6,0,0,1,0,1,0,0,45,40,5.5,52.4101147700754
33415,1,0,0,1,0,1,0,0,45,40,7,77.312905245137
33416,2,0,0,1,0,1,0,0,45,40,7,77.6462169663129
33417,3,0,0,1,0,1,0,0,45,40,7,78.2694249523405
33418,4,0,0,1,0,1,0,0,45,40,7,74.6110370279927
33419,5,0,0,1,0,1,0,0,45,40,7,79.5141838625587
33420,6,0,0,1,0,1,0,0,45,40,7,78.4210253402387
33421,1,0,0,1,0,1,0,0,45,40,8.5,123.048400727352
33422,2,0,0,1,0,1,0,0,45,40,8.5,119.257678647002
33423,3,0,0,1,0,1,0,0,45,40,8.5,116.988263171076
33424,4,0,0,1,0,1,0,0,45,40,8.5,126.320725998188
33425,5,0,0,1,0,1,0,0,45,40,8.5,122.290654704829
33426,6,0,0,1,0,1,0,0,45,40,8.5,121.608732297194
33427,1,0,0,1,0,1,0,0,45,40,10,188.777152569125
33428,2,0,0,1,0,1,0,0,45,40,10,186.201819794382
33429,3,0,0,1,0,1,0,0,45,40,10,182.214942781226
33430,4,0,0,1,0,1,0,0,45,40,10,175.687920790089
33431,5,0,0,1,0,1,0,0,45,40,10,186.203977763597
33432,6,0,0,1,0,1,0,0,45,40,10,0.330577015411109
33433,1,0,0,1,0,1,0,0,45,42,1,24.2230474654149
33434,2,0,0,1,0,1,0,0,45,42,1,25.423998869254
33435,3,0,0,1,0,1,0,0,45,42,1,23.2155393152831
33436,4,0,0,1,0,1,0,0,45,42,1,4.23843365628272
33437,5,0,0,1,0,1,0,0,45,42,1,24.6008780664875
33438,6,0,0,1,0,1,0,0,45,42,1,24.9740167591504
33439,1,0,0,1,0,1,0,0,45,42,2.5,27.776211841403
33440,2,0,0,1,0,1,0,0,45,42,2.5,27.4466004798589
33441,3,0,0,1,0,1,0,0,45,42,2.5,28.0094378784855
33442,4,0,0,1,0,1,0,0,45,42,2.5,28.3566385430296
33443,5,0,0,1,0,1,0,0,45,42,2.5,29.459008910719
33444,6,0,0,1,0,1,0,0,45,42,2.5,28.4817133476941
33445,1,0,0,1,0,1,0,0,45,42,4,38.9613816028418
33446,2,0,0,1,0,1,0,0,45,42,4,39.0144393302197
33447,3,0,0,1,0,1,0,0,45,42,4,39.9124392543907
33448,4,0,0,1,0,1,0,0,45,42,4,35.8186457153328
33449,5,0,0,1,0,1,0,0,45,42,4,37.4889974872868
33450,6,0,0,1,0,1,0,0,45,42,4,35.8242580556503
33451,1,0,0,1,0,1,0,0,45,42,5.5,56.7878620708926
33452,2,0,0,1,0,1,0,0,45,42,5.5,53.2367816864261
33453,3,0,0,1,0,1,0,0,45,42,5.5,57.0592247477223
33454,4,0,0,1,0,1,0,0,45,42,5.5,56.9735362926678
33455,5,0,0,1,0,1,0,0,45,42,5.5,53.843079321224
33456,6,0,0,1,0,1,0,0,45,42,5.5,55.1781622967505
33457,1,0,0,1,0,1,0,0,45,42,7,83.5709119292183
33458,2,0,0,1,0,1,0,0,45,42,7,85.0314423368165
33459,3,0,0,1,0,1,0,0,45,42,7,83.273501600706
33460,4,0,0,1,0,1,0,0,45,42,7,90.1284419161857
33461,5,0,0,1,0,1,0,0,45,42,7,85.898002924928
33462,6,0,0,1,0,1,0,0,45,42,7,85.7337294447942
33463,1,0,0,1,0,1,0,0,45,42,8.5,127.191526259727
33464,2,0,0,1,0,1,0,0,45,42,8.5,142.529347702355
33465,3,0,0,1,0,1,0,0,45,42,8.5,124.154733035452
33466,4,0,0,1,0,1,0,0,45,42,8.5,128.046285103186
33467,5,0,0,1,0,1,0,0,45,42,8.5,129.48333080922
33468,6,0,0,1,0,1,0,0,45,42,8.5,131.328738527082
33469,1,0,0,1,0,1,0,0,45,42,10,209.355025574856
33470,2,0,0,1,0,1,0,0,45,42,10,54.4607085817488
33471,3,0,0,1,0,1,0,0,45,42,10,186.179601324779
33472,4,0,0,1,0,1,0,0,45,42,10,197.179872566493
33473,5,0,0,1,0,1,0,0,45,42,10,195.011007797302
33474,6,0,0,1,0,1,0,0,45,42,10,200.195535310268
33475,1,0,0,1,0,1,0,0,45,44,1,27.1019025619715
33476,2,0,0,1,0,1,0,0,45,44,1,26.3259001271439
33477,3,0,0,1,0,1,0,0,45,44,1,24.1778213190819
33478,4,0,0,1,0,1,0,0,45,44,1,24.5454059096485
33479,5,0,0,1,0,1,0,0,45,44,1,26.4941643667177
33480,6,0,0,1,0,1,0,0,45,44,1,24.8748267997611
33481,1,0,0,1,0,1,0,0,45,44,2.5,29.8924960222368
33482,2,0,0,1,0,1,0,0,45,44,2.5,28.5949795658435
33483,3,0,0,1,0,1,0,0,45,44,2.5,27.0248911603145
33484,4,0,0,1,0,1,0,0,45,44,2.5,27.6869814368789
33485,5,0,0,1,0,1,0,0,45,44,2.5,30.6888203136245
33486,6,0,0,1,0,1,0,0,45,44,2.5,28.9867229103466
33487,1,0,0,1,0,1,0,0,45,44,4,39.0514874807505
33488,2,0,0,1,0,1,0,0,45,44,4,39.7091045233355
33489,3,0,0,1,0,1,0,0,45,44,4,39.5362772028815
33490,4,0,0,1,0,1,0,0,45,44,4,40.387445421796
33491,5,0,0,1,0,1,0,0,45,44,4,39.0857222364568
33492,6,0,0,1,0,1,0,0,45,44,4,39.9139755925776
33493,1,0,0,1,0,1,0,0,45,44,5.5,60.2154489766935
33494,2,0,0,1,0,1,0,0,45,44,5.5,56.9124884305502
33495,3,0,0,1,0,1,0,0,45,44,5.5,58.2147528519995
33496,4,0,0,1,0,1,0,0,45,44,5.5,63.7280572871972
33497,5,0,0,1,0,1,0,0,45,44,5.5,58.1982029105257
33498,6,0,0,1,0,1,0,0,45,44,5.5,58.8809624092197
33499,1,0,0,1,0,1,0,0,45,44,7,91.2483006143723
33500,2,0,0,1,0,1,0,0,45,44,7,92.5133346602709
33501,3,0,0,1,0,1,0,0,45,44,7,87.7842122376535
33502,4,0,0,1,0,1,0,0,45,44,7,86.1572015515051
33503,5,0,0,1,0,1,0,0,45,44,7,88.0420508719813
33504,6,0,0,1,0,1,0,0,45,44,7,87.6784506352574
33505,1,0,0,1,0,1,0,0,45,44,8.5,140.365320765052
33506,2,0,0,1,0,1,0,0,45,44,8.5,138.455674692998
33507,3,0,0,1,0,1,0,0,45,44,8.5,145.668997786415
33508,4,0,0,1,0,1,0,0,45,44,8.5,136.59576872869
33509,5,0,0,1,0,1,0,0,45,44,8.5,143.76038678874
33510,6,0,0,1,0,1,0,0,45,44,8.5,135.350277043082
33511,1,0,0,1,0,1,0,0,45,44,10,211.768756732229
33512,2,0,0,1,0,1,0,0,45,44,10,213.365470076246
33513,3,0,0,1,0,1,0,0,45,44,10,212.441438167947
33514,4,0,0,1,0,1,0,0,45,44,10,214.719477516173
33515,5,0,0,1,0,1,0,0,45,44,10,210.481737413074
33516,6,0,0,1,0,1,0,0,45,44,10,216.793449446309
33517,1,0,0,1,0,1,0,0,45,46,1,27.6016211141912
33518,2,0,0,1,0,1,0,0,45,46,1,25.577647381293
33519,3,0,0,1,0,1,0,0,45,46,1,23.4009271311348
33520,4,0,0,1,0,1,0,0,45,46,1,23.7588737779135
33521,5,0,0,1,0,1,0,0,45,46,1,27.129815249362
33522,6,0,0,1,0,1,0,0,45,46,1,24.6125942455077
33523,1,0,0,1,0,1,0,0,45,46,2.5,31.1154932789951
33524,2,0,0,1,0,1,0,0,45,46,2.5,30.9490938699272
33525,3,0,0,1,0,1,0,0,45,46,2.5,28.8417994706007
33526,4,0,0,1,0,1,0,0,45,46,2.5,31.3063599450771
33527,5,0,0,1,0,1,0,0,45,46,2.5,30.9884298764103
33528,6,0,0,1,0,1,0,0,45,46,2.5,29.0675616178843
33529,1,0,0,1,0,1,0,0,45,46,4,41.0527294148329
33530,2,0,0,1,0,1,0,0,45,46,4,42.9828385959229
33531,3,0,0,1,0,1,0,0,45,46,4,40.0233482771967
33532,4,0,0,1,0,1,0,0,45,46,4,39.3973049526774
33533,5,0,0,1,0,1,0,0,45,46,4,41.5616302749899
33534,6,0,0,1,0,1,0,0,45,46,4,40.3118187451475
33535,1,0,0,1,0,1,0,0,45,46,5.5,60.1435605734133
33536,2,0,0,1,0,1,0,0,45,46,5.5,66.5475116266964
33537,3,0,0,1,0,1,0,0,45,46,5.5,59.2137698897784
33538,4,0,0,1,0,1,0,0,45,46,5.5,62.2053431365209
33539,5,0,0,1,0,1,0,0,45,46,5.5,63.5954056932769
33540,6,0,0,1,0,1,0,0,45,46,5.5,61.0368022436141
33541,1,0,0,1,0,1,0,0,45,46,7,100.868782044621
33542,2,0,0,1,0,1,0,0,45,46,7,98.2744187433224
33543,3,0,0,1,0,1,0,0,45,46,7,95.1544861075401
33544,4,0,0,1,0,1,0,0,45,46,7,98.8190133683186
33545,5,0,0,1,0,1,0,0,45,46,7,95.4301208299688
33546,6,0,0,1,0,1,0,0,45,46,7,97.9448797836467
33547,1,0,0,1,0,1,0,0,45,46,8.5,148.486472885485
33548,2,0,0,1,0,1,0,0,45,46,8.5,147.542394786907
33549,3,0,0,1,0,1,0,0,45,46,8.5,151.281316078723
33550,4,0,0,1,0,1,0,0,45,46,8.5,138.128867994816
33551,5,0,0,1,0,1,0,0,45,46,8.5,148.001014003565
33552,6,0,0,1,0,1,0,0,45,46,8.5,139.438317251991
33553,1,0,0,1,0,1,0,0,45,46,10,223.416627350208
33554,2,0,0,1,0,1,0,0,45,46,10,219.903153249421
33555,3,0,0,1,0,1,0,0,45,46,10,220.720706912819
33556,4,0,0,1,0,1,0,0,45,46,10,235.588935968877
33557,5,0,0,1,0,1,0,0,45,46,10,230.766017253215
33558,6,0,0,1,0,1,0,0,45,46,10,229.655691287101
33559,1,0,0,1,0,1,0,0,45,48,1,25.133797979246
33560,2,0,0,1,0,1,0,0,45,48,1,25.0173318830812
33561,3,0,0,1,0,1,0,0,45,48,1,25.3608076182956
33562,4,0,0,1,0,1,0,0,45,48,1,28.7455543589587
33563,5,0,0,1,0,1,0,0,45,48,1,26.7828695287412
33564,6,0,0,1,0,1,0,0,45,48,1,25.1864650615456
33565,1,0,0,1,0,1,0,0,45,48,2.5,29.8113532936821
33566,2,0,0,1,0,1,0,0,45,48,2.5,30.9242303309045
33567,3,0,0,1,0,1,0,0,45,48,2.5,30.6716541774931
33568,4,0,0,1,0,1,0,0,45,48,2.5,31.7764587223459
33569,5,0,0,1,0,1,0,0,45,48,2.5,32.8340578154148
33570,6,0,0,1,0,1,0,0,45,48,2.5,31.7050577192063
33571,1,0,0,1,0,1,0,0,45,48,4,40.890307628
33572,2,0,0,1,0,1,0,0,45,48,4,42.730709564094
33573,3,0,0,1,0,1,0,0,45,48,4,42.0667492592929
33574,4,0,0,1,0,1,0,0,45,48,4,47.1319897847635
33575,5,0,0,1,0,1,0,0,45,48,4,44.2736148434223
33576,6,0,0,1,0,1,0,0,45,48,4,44.3420222282925
33577,1,0,0,1,0,1,0,0,45,48,5.5,63.9862282082811
33578,2,0,0,1,0,1,0,0,45,48,5.5,66.454393688634
33579,3,0,0,1,0,1,0,0,45,48,5.5,65.0488128034962
33580,4,0,0,1,0,1,0,0,45,48,5.5,70.4949209048942
33581,5,0,0,1,0,1,0,0,45,48,5.5,65.5247052709915
33582,6,0,0,1,0,1,0,0,45,48,5.5,67.2537104676162
33583,1,0,0,1,0,1,0,0,45,48,7,105.601467797583
33584,2,0,0,1,0,1,0,0,45,48,7,100.585588026575
33585,3,0,0,1,0,1,0,0,45,48,7,103.079360260353
33586,4,0,0,1,0,1,0,0,45,48,7,102.238065201989
33587,5,0,0,1,0,1,0,0,45,48,7,102.67779001119
33588,6,0,0,1,0,1,0,0,45,48,7,102.39589533889
33589,1,0,0,1,0,1,0,0,45,48,8.5,157.446145851663
33590,2,0,0,1,0,1,0,0,45,48,8.5,155.612626938782
33591,3,0,0,1,0,1,0,0,45,48,8.5,157.125222775927
33592,4,0,0,1,0,1,0,0,45,48,8.5,155.589883384417
33593,5,0,0,1,0,1,0,0,45,48,8.5,163.142515933862
33594,6,0,0,1,0,1,0,0,45,48,8.5,160.225133182185
33595,1,0,0,1,0,1,0,0,45,48,10,245.933078723985
33596,2,0,0,1,0,1,0,0,45,48,10,240.885483474183
33597,3,0,0,1,0,1,0,0,45,48,10,243.474217276576
33598,4,0,0,1,0,1,0,0,45,48,10,245.760161881247
33599,5,0,0,1,0,1,0,0,45,48,10,242.366684909764
33600,6,0,0,1,0,1,0,0,45,48,10,230.380775388071
33601,1,0,0,1,0,1,0,0,50,34,1,21.4503843300996
33602,2,0,0,1,0,1,0,0,50,34,1,21.3958284603101
33603,3,0,0,1,0,1,0,0,50,34,1,23.1797823535822
33604,4,0,0,1,0,1,0,0,50,34,1,20.9347575073471
33605,5,0,0,1,0,1,0,0,50,34,1,23.2627933422849
33606,6,0,0,1,0,1,0,0,50,34,1,21.1258865000946
33607,1,0,0,1,0,1,0,0,50,34,2.5,22.9477148523335
33608,2,0,0,1,0,1,0,0,50,34,2.5,25.8220606971028
33609,3,0,0,1,0,1,0,0,50,34,2.5,23.480360705613
33610,4,0,0,1,0,1,0,0,50,34,2.5,21.0901292900271
33611,5,0,0,1,0,1,0,0,50,34,2.5,24.631735610806
33612,6,0,0,1,0,1,0,0,50,34,2.5,22.5488932595489
33613,1,0,0,1,0,1,0,0,50,34,4,28.4519665998575
33614,2,0,0,1,0,1,0,0,50,34,4,31.6628840872943
33615,3,0,0,1,0,1,0,0,50,34,4,31.6962882856991
33616,4,0,0,1,0,1,0,0,50,34,4,29.2248885016601
33617,5,0,0,1,0,1,0,0,50,34,4,30.0790787346312
33618,6,0,0,1,0,1,0,0,50,34,4,29.9514542588839
33619,1,0,0,1,0,1,0,0,50,34,5.5,40.1030409971862
33620,2,0,0,1,0,1,0,0,50,34,5.5,42.6032117479746
33621,3,0,0,1,0,1,0,0,50,34,5.5,39.3870971476827
33622,4,0,0,1,0,1,0,0,50,34,5.5,38.3906746844444
33623,5,0,0,1,0,1,0,0,50,34,5.5,39.9939610991282
33624,6,0,0,1,0,1,0,0,50,34,5.5,41.0641699232133
33625,1,0,0,1,0,1,0,0,50,34,7,61.1636386524863
33626,2,0,0,1,0,1,0,0,50,34,7,63.3616148238874
33627,3,0,0,1,0,1,0,0,50,34,7,61.5199655486787
33628,4,0,0,1,0,1,0,0,50,34,7,61.9588012171109
33629,5,0,0,1,0,1,0,0,50,34,7,62.936965185744
33630,6,0,0,1,0,1,0,0,50,34,7,58.8499440937774
33631,1,0,0,1,0,1,0,0,50,34,8.5,88.8199421016121
33632,2,0,0,1,0,1,0,0,50,34,8.5,94.6176148301296
33633,3,0,0,1,0,1,0,0,50,34,8.5,85.6678636864259
33634,4,0,0,1,0,1,0,0,50,34,8.5,86.1685752904618
33635,5,0,0,1,0,1,0,0,50,34,8.5,95.949530299795
33636,6,0,0,1,0,1,0,0,50,34,8.5,89.6668228885734
33637,1,0,0,1,0,1,0,0,50,34,10,145.726674563251
33638,2,0,0,1,0,1,0,0,50,34,10,149.989112868439
33639,3,0,0,1,0,1,0,0,50,34,10,146.263951414798
33640,4,0,0,1,0,1,0,0,50,34,10,133.413653487398
33641,5,0,0,1,0,1,0,0,50,34,10,142.186418799201
33642,6,0,0,1,0,1,0,0,50,34,10,146.056795042432
33643,1,0,0,1,0,1,0,0,50,36,1,23.3205950985452
33644,2,0,0,1,0,1,0,0,50,36,1,21.9750626633499
33645,3,0,0,1,0,1,0,0,50,36,1,22.9116302213563
33646,4,0,0,1,0,1,0,0,50,36,1,21.9890073935569
33647,5,0,0,1,0,1,0,0,50,36,1,22.4462733504526
33648,6,0,0,1,0,1,0,0,50,36,1,23.8232861433741
33649,1,0,0,1,0,1,0,0,50,36,2.5,26.1966545910597
33650,2,0,0,1,0,1,0,0,50,36,2.5,25.7715677442289
33651,3,0,0,1,0,1,0,0,50,36,2.5,25.2873577863637
33652,4,0,0,1,0,1,0,0,50,36,2.5,24.8015512584394
33653,5,0,0,1,0,1,0,0,50,36,2.5,26.4612480160182
33654,6,0,0,1,0,1,0,0,50,36,2.5,25.5730982513937
33655,1,0,0,1,0,1,0,0,50,36,4,30.4308676750007
33656,2,0,0,1,0,1,0,0,50,36,4,31.5691412888441
33657,3,0,0,1,0,1,0,0,50,36,4,30.9414013706445
33658,4,0,0,1,0,1,0,0,50,36,4,29.7472355688011
33659,5,0,0,1,0,1,0,0,50,36,4,33.3485145376274
33660,6,0,0,1,0,1,0,0,50,36,4,30.9955288292308
33661,1,0,0,1,0,1,0,0,50,36,5.5,43.9082691669136
33662,2,0,0,1,0,1,0,0,50,36,5.5,45.7567960192003
33663,3,0,0,1,0,1,0,0,50,36,5.5,45.714785806845
33664,4,0,0,1,0,1,0,0,50,36,5.5,49.6092221880635
33665,5,0,0,1,0,1,0,0,50,36,5.5,45.3852735622808
33666,6,0,0,1,0,1,0,0,50,36,5.5,44.6903953075946
33667,1,0,0,1,0,1,0,0,50,36,7,65.5485074645258
33668,2,0,0,1,0,1,0,0,50,36,7,62.5359004891934
33669,3,0,0,1,0,1,0,0,50,36,7,70.0483787341649
33670,4,0,0,1,0,1,0,0,50,36,7,65.1024079845063
